말id	전체 경기	통계1	통계2	통계3	통계4	통계5	승률	복승률	연승률
008017	10	0	0	0	0	0	0.0 	0.0 	0.0 
008049	5	1	1	0	2	0	20.0 	40.0 	40.0 
008057	7	1	1	1	1	0	14.3 	28.6 	42.9 
008166	48	4	7	6	6	5	8.3 	22.9 	35.4 
007996	14	1	1	7	0	0	7.1 	14.3 	64.3 
008141	41	5	3	7	5	3	12.2 	19.5 	36.6 
008273	6	1	1	0	0	0	16.7 	33.3 	33.3 
007958	25	0	0	0	1	1	0.0 	0.0 	0.0 
007870	23	1	1	1	0	2	4.3 	8.7 	13.0 
008058	20	0	0	0	0	0	0.0 	0.0 	0.0 
008214	50	7	4	3	4	4	14.0 	22.0 	28.0 
007990	13	0	0	1	0	0	0.0 	0.0 	7.7 
007395	39	0	0	0	1	1	0.0 	0.0 	0.0 
008271	18	0	0	0	1	2	0.0 	0.0 	0.0 
007986	13	0	0	0	0	0	0.0 	0.0 	0.0 
007867	19	0	0	0	0	0	0.0 	0.0 	0.0 
007979	22	1	0	2	1	0	4.5 	4.5 	13.6 
007976	58	0	3	1	1	3	0.0 	5.2 	6.9 
007985	24	0	0	1	0	0	0.0 	0.0 	4.2 
007971	10	0	0	0	0	1	0.0 	0.0 	0.0 
008143	34	1	5	4	5	3	2.9 	17.6 	29.4 
007379	10	0	0	0	0	0	0.0 	0.0 	0.0 
008021	39	2	0	2	1	1	5.1 	5.1 	10.3 
007956	9	1	1	0	2	0	11.1 	22.2 	22.2 
007406	42	4	4	3	0	3	9.5 	19.0 	26.2 
007415	16	6	1	2	2	1	37.5 	43.8 	56.3 
008196	13	6	2	3	0	1	46.2 	61.5 	84.6 
007913	35	5	4	1	3	2	14.3 	25.7 	28.6 
007905	17	0	1	3	3	4	0.0 	5.9 	23.5 
007969	34	0	3	3	4	2	0.0 	8.8 	17.6 
007361	9	3	1	0	2	0	33.3	44.4	44.4
008249	24	1	4	3	1	2	4.2 	20.8 	33.3 
008189	38	3	8	5	3	3	7.9 	28.9 	42.1 
008019	24	0	1	0	0	1	0.0 	4.2 	4.2 
008046	2	0	0	0	0	0	0.0 	0.0 	0.0 
006047	9	4	2	0	0	0	44.4 	66.7 	66.7 
006043	29	3	5	1	0	3	10.3 	27.6 	31.0 
006030	23	2	4	2	2	2	8.7 	26.1 	34.8 
005996	25	3	0	5	1	2	12.0 	12.0 	32.0 
007416	46	6	7	8	6	3	13.0 	28.3 	45.7 
007418	11	3	1	1	1	1	27.3 	36.4 	45.5 
008085	21	4	3	1	2	0	19.0 	33.3 	38.1 
007903	19	9	5	2	1	1	47.4 	73.7 	84.2 
008262	11	3	2	0	0	2	27.3 	45.5 	45.5 
007862	50	3	3	3	5	4	6.0 	12.0 	18.0 
008235	35	0	4	0	1	1	0.0 	11.4 	11.4 
008264	15	0	0	0	0	1	0.0 	0.0 	0.0 
008130	21	1	1	0	1	0	4.8 	9.5 	9.5 
008032									
008128	22	9	6	2	0	4	40.9 	68.2 	77.3 
007343	22	0	0	2	2	2	0.0 	0.0 	9.1 
008029	24	1	3	3	1	5	4.2 	16.7 	29.2 
008239	3	0	1	0	0	0	0.0 	33.3 	33.3 
007907	23	2	0	1	4	2	8.7 	8.7 	13.0 
008142	31	1	1	3	4	1	3.2 	6.5 	16.1 
007885	28	0	2	2	3	3	0.0 	7.1 	14.3 
007336	29	7	5	1	3	1	24.1 	41.4 	44.8 
007155	14	5	2	0	0	0	35.7 	50.0 	50.0 
007335	12	0	0	2	3	2	0.0 	0.0 	16.7 
007890	25	2	3	0	4	1	8.0 	20.0 	20.0 
008000	22	0	0	1	2	0	0.0 	0.0 	4.5 
008188	18	0	2	1	4	2	0.0 	11.1 	16.7 
006007	16	0	1	2	3	1	0.0 	6.3 	18.8 
008034	4	0	0	1	0	0	0.0 	0.0 	25.0 
007988	5	0	0	0	1	0	0.0 	0.0 	0.0 
008005	6	0	0	0	2	1	0.0 	0.0 	0.0 
005985	15	0	0	0	0	2	0.0 	0.0 	0.0 
005978	9	0	0	1	1	0	0.0 	0.0 	11.1 
007863	31	2	2	3	3	3	6.5 	12.9 	22.6 
007378	12	2	2	1	2	1	16.7 	33.3 	41.7 
008211	32	1	3	1	1	2	3.1 	12.5 	15.6 
008191	10	0	0	0	0	0	0.0 	0.0 	0.0 
008185	3	0	0	0	0	1	0.0 	0.0 	0.0 
006031	28	3	2	0	4	1	10.7 	17.9 	17.9 
007340	56	6	2	3	4	2	10.7 	14.3 	19.6 
007967	8	3	1	3	1	0	37.5 	50.0 	87.5 
008053	27	4	3	5	3	3	14.8 	25.9 	44.4 
008045	11	3	1	1	2	1	27.3 	36.4 	45.5 
007404	17	2	3	1	1	3	11.8 	29.4 	35.3 
008177	3	0	0	0	1	0	0.0 	0.0 	0.0 
007928	9	0	0	0	0	1	0.0 	0.0 	0.0 
007945	21	0	0	2	1	3	0.0 	0.0 	9.5 
007914	11	6	1	0	1	0	54.5 	63.6 	63.6 
007911	13	4	1	3	3	0	30.8 	38.5 	61.5 
007356	16	3	1	2	0	2	18.8 	25.0 	37.5 
007430	9	3	2	0	1	0	33.3 	55.6 	55.6 
008178	3	0	0	0	0	3	0.0 	0.0 	0.0 
007972	18	2	2	1	0	2	11.1 	22.2 	27.8 
008105	27	1	1	4	2	2	3.7 	7.4 	22.2 
007866	15	1	0	0	2	3	6.7 	6.7 	6.7 
007926	30	2	2	5	1	2	6.7 	13.3 	30.0 
008103	34	1	1	2	3	1	2.9 	5.9 	11.8 
007975	4	0	0	0	0	0	0.0 	0.0 	0.0 
008084	20	3	2	1	3	1	15.0 	25.0 	30.0 
007214	12	0	0	0	0	1	0.0 	0.0 	0.0 
006025	26	1	3	3	1	3	3.8 	15.4 	26.9 
006037	9	0	1	1	2	0	0.0 	11.1 	22.2 
008208	1	0	0	0	0	0	0.0 	0.0 	0.0 
007919	12	2	3	1	1	2	16.7 	41.7 	50.0 
007977	5	1	0	2	2	0	20.0 	20.0 	60.0 
007891	4	0	0	0	1	0	0.0 	0.0 	0.0 
007342	8	0	1	1	1	1	0.0 	12.5 	25.0 
005990	7	0	0	0	1	0	0.0 	0.0 	0.0 
007892	22	3	2	1	0	2	13.6 	22.7 	27.3 
008015	12	0	0	0	2	1	0.0 	0.0 	0.0 
008055	21	1	0	2	2	2	4.8 	4.8 	14.3 
008209	2	0	0	0	1	0	0.0 	0.0 	0.0 
008060	22	0	2	2	1	1	0.0 	9.1 	18.2 
008174	2	0	0	0	0	1	0.0 	0.0 	0.0 
007387	36	3	5	2	3	3	8.3 	22.2 	27.8 
008020	11	3	1	0	1	0	27.3 	36.4 	36.4 
008076	25	2	0	3	5	3	8.0 	8.0 	20.0 
007370	20	4	2	3	1	0	20.0 	30.0 	45.0 
008068	5	2	2	0	0	0	40.0 	80.0 	80.0 
008003	3	0	0	0	0	0	0.0 	0.0 	0.0 
008010	6	0	0	0	0	0	0.0 	0.0 	0.0 
007377	7	0	0	1	0	0	0.0 	0.0 	14.3 
008051	10	1	1	3	1	1	10.0 	20.0 	50.0 
006054	3	1	0	0	1	0	33.3 	33.3 	33.3 
006059	3	0	0	0	0	0	0.0 	0.0 	0.0 
007305	9	4	0	0	2	1	44.4 	44.4 	44.4 
008148	1	0	0	0	0	0	0.0 	0.0 	0.0 
007394	8	3	2	1	0	0	37.5 	62.5 	75.0 
007399	7	3	1	0	0	0	42.9 	57.1 	57.1 
007906	5	1	0	0	0	0	20.0 	20.0 	20.0 
008027	2	0	0	0	0	0	0.0 	0.0 	0.0 
007943	34	2	2	4	7	3	5.9 	11.8 	23.5 
008028	39	3	3	2	4	3	7.7 	15.4 	20.5 
008043	11	1	0	1	0	1	9.1 	9.1 	18.2 
007440	32	2	3	4	2	6	6.3 	15.6 	28.1 
007392	9	0	0	0	0	0	0.0 	0.0 	0.0 
007860	3	0	2	0	1	0	0.0 	66.7 	66.7 
007431	4	0	0	0	0	0	0.0 	0.0 	0.0 
007341	8	0	0	0	3	1	0.0 	0.0 	0.0 
007094	8	0	0	0	0	1	0.0 	0.0 	0.0 
007421	2	0	0	0	0	0	0.0 	0.0 	0.0 
008088	1	0	0	0	0	0	0.0 	0.0 	0.0 
007407	5	0	0	0	1	0	0.0 	0.0 	0.0 
007438	3	0	0	0	0	1	0.0 	0.0 	0.0 
007385	6	0	0	0	1	1	0.0 	0.0 	0.0 
007358	3	0	0	0	0	1	0.0 	0.0 	0.0 
007035	5	0	0	0	0	0	0.0 	0.0 	0.0 
007398	2	0	0	0	0	0	0.0 	0.0 	0.0 
007303	4	0	0	0	0	0	0.0 	0.0 	0.0 
007446	1	0	0	0	0	0	0.0 	0.0 	0.0 
007285	4	0	0	0	0	2	0.0 	0.0 	0.0 
007357	1	0	0	0	0	0	0.0 	0.0 	0.0 
008261	71	0	1	2	3	3	0.0 	1.4 	4.2 
006860	42	7	4	4	4	3	16.7 	26.2 	35.7 
007597	22	2	2	1	1	1	9.1 	18.2 	22.7 
007593	10	2	0	1	0	0	20.0 	20.0 	30.0 
007605	25	2	6	6	2	0	8.0 	32.0 	56.0 
006855	29	3	0	5	1	3	10.3 	10.3 	27.6 
006853	34	0	3	1	2	1	0.0 	8.8 	11.8 
006888	16	2	1	2	3	1	12.5 	18.8 	31.3 
006823	13	0	1	0	0	0	0.0 	7.7 	7.7 
006010	39	1	1	4	2	3	2.6 	5.1 	15.4 
007481	42	0	0	0	1	0	0.0 	0.0 	0.0 
006838	11	0	0	2	0	1	0.0 	0.0 	18.2 
007508	2	0	0	0	0	0	0.0 	0.0 	0.0 
007588	25	1	0	2	0	4	4.0 	4.0 	12.0 
009057	32	3	0	3	2	1	9.4 	9.4 	18.8 
009077	9	2	3	2	0	0	22.2 	55.6 	77.8 
009046	17	0	3	1	1	0	0.0 	17.6 	23.5 
009197	18	2	1	0	1	2	11.1 	16.7 	16.7 
008236	11	1	0	2	2	2	9.1 	9.1 	27.3 
009215	15	3	3	0	0	1	20.0 	40.0 	40.0 
009298	15	0	1	0	0	0	0.0 	6.7 	6.7 
009262	13	4	2	1	1	1	30.8 	46.2 	53.8 
009281	27	5	4	2	0	5	18.5 	33.3 	40.7 
009301	32	0	2	2	2	0	0.0 	6.3 	12.5 
008664	16	0	1	0	1	0	0.0 	6.3 	6.3 
009131	1	0	0	0	0	0	0.0 	0.0 	0.0 
009170	7	4	2	0	0	0	57.1 	85.7 	85.7 
009167	17	4	7	0	2	1	23.5 	64.7 	64.7 
009045	21	5	2	3	4	1	23.8 	33.3 	47.6 
009192	25	5	4	0	4	0	20.0 	36.0 	36.0 
009024	36	2	5	5	5	4	5.6 	19.4 	33.3 
009036	31	4	6	4	2	2	12.9 	32.3 	45.2 
009032	27	2	4	1	2	1	7.4 	22.2 	25.9 
009003	18	7	4	2	1	0	38.9 	61.1 	72.2 
009116	26	4	3	2	3	6	15.4 	26.9 	34.6 
009053	28	4	1	3	4	5	14.3 	17.9 	28.6 
009223	38	3	5	2	3	4	7.9 	21.1 	26.3 
008937	26	2	3	3	3	2	7.7 	19.2 	30.8 
008220	49	2	2	2	7	7	4.1 	8.2 	12.2 
009017	12	1	1	0	1	0	8.3 	16.7 	16.7 
009290	22	2	5	1	6	1	9.1 	31.8 	36.4 
009186	50	6	6	4	6	1	12.0 	24.0 	32.0 
008681	15	1	0	2	1	0	6.7 	6.7 	20.0 
009292	31	1	0	1	5	3	3.2 	3.2 	6.5 
008895	52	0	1	2	4	4	0.0 	1.9 	5.8 
009319	35	1	2	1	0	2	2.9 	8.6 	11.4 
008628	56	0	0	1	7	5	0.0 	0.0 	1.8 
008958	25	2	2	1	1	2	8.0 	16.0 	20.0 
009081	54	1	2	4	5	4	1.9 	5.6 	13.0 
009099	18	1	1	3	2	3	5.6 	11.1 	27.8 
009030	53	0	4	7	2	11	0.0 	7.5 	20.8 
008688	39	1	1	0	1	4	2.6 	5.1 	5.1 
009096	25	0	2	4	3	0	0.0 	8.0 	24.0 
009126	42	2	2	5	3	3	4.8 	9.5 	21.4 
009041	8	5	0	1	0	0	62.5 	62.5 	75.0 
008594	33	5	6	5	4	2	15.2 	33.3 	48.5 
009021	43	1	7	6	0	3	2.3 	18.6 	32.6 
008658	14	5	2	2	2	0	35.7 	50.0 	64.3 
009015	21	5	3	3	3	2	23.8 	38.1 	52.4 
008621	23	3	5	3	1	2	13.0 	34.8 	47.8 
008942	36	6	4	6	2	5	16.7 	27.8 	44.4 
008698	20	3	2	4	3	2	15.0 	25.0 	45.0 
009204	21	3	1	1	3	4	14.3 	19.0 	23.8 
008627	17	3	0	2	3	2	17.6 	17.6 	29.4 
008584	35	1	5	3	4	4	2.9 	17.1 	25.7 
008579	34	2	5	7	1	2	5.9 	20.6 	41.2 
009091	65	17	15	9	5	2	26.2 	49.2 	63.1 
009288	5	1	1	1	0	0	20.0 	40.0 	60.0 
009037	6	0	1	2	0	1	0.0 	16.7 	50.0 
008984	12	2	2	0	3	1	16.7 	33.3 	33.3 
009328	26	3	0	4	1	3	11.5 	11.5 	26.9 
008896	43	3	1	8	7	5	7.0 	9.3 	27.9 
008683	27	3	2	2	2	5	11.1 	18.5 	25.9 
008630	46	0	0	4	3	4	0.0 	0.0 	8.7 
009084	27	0	2	2	2	3	0.0 	7.4 	14.8 
008583	48	0	1	0	8	3	0.0 	2.1 	2.1 
007488	27	5	6	5	3	1	18.5 	40.7 	59.3 
006064	32	3	4	1	1	2	9.4 	21.9 	25.0 
007567	13	1	1	3	1	1	7.7 	15.4 	38.5 
007628	19	0	1	3	3	3	0.0 	5.3 	21.1 
007476	21	1	4	3	2	5	4.8 	23.8 	38.1 
005946	27	2	0	0	5	0	7.4 	7.4 	7.4 
007514	25	1	3	1	0	0	4.0 	16.0 	20.0 
007618	15	3	1	3	3	1	20.0 	26.7 	46.7 
007659	19	1	1	1	5	1	5.3 	10.5 	15.8 
007534	24	0	6	2	2	1	0.0 	25.0 	33.3 
007620	58	2	3	6	7	2	3.4 	8.6 	19.0 
007587	45	0	4	4	2	2	0.0 	8.9 	17.8 
007601	29	1	1	3	1	2	3.4 	6.9 	17.2 
009200	46	5	10	7	10	5	10.9 	32.6 	47.8 
009150	35	3	3	5	3	3	8.6 	17.1 	31.4 
008992	17	4	2	2	1	1	23.5 	35.3 	47.1 
009183	32	3	4	5	6	2	9.4 	21.9 	37.5 
008995	87	0	2	7	4	17	0.0 	2.3 	10.3 
009218	21	5	4	3	1	2	23.8 	42.9 	57.1 
009309	20	3	1	7	2	1	15.0 	20.0 	55.0 
009305	34	1	4	1	7	1	2.9 	14.7 	17.6 
009072	28	1	1	1	3	1	3.6 	7.1 	10.7 
009208	27	2	2	4	5	2	7.4 	14.8 	29.6 
008590	23	0	0	0	0	2	0.0 	0.0 	0.0 
009146	56	0	1	2	3	3	0.0 	1.8 	5.4 
009282	30	1	3	2	4	2	3.3 	13.3 	20.0 
009124	18	0	1	0	1	1	0.0 	5.6 	5.6 
006829	12	2	3	2	0	0	16.7 	41.7 	58.3 
006782	37	2	3	3	2	3	5.4 	13.5 	21.6 
006889	21	1	1	3	2	3	4.8 	9.5 	23.8 
007521	27	3	2	0	3	4	11.1 	18.5 	18.5 
006806	39	0	3	3	3	7	0.0 	7.7 	15.4 
006019	40	0	0	2	2	2	0.0 	0.0 	5.0 
007568	30	3	1	3	1	7	10.0 	13.3 	23.3 
007660	29	2	0	4	5	0	6.9 	6.9 	20.7 
007533	43	2	6	6	3	4	4.7 	18.6 	32.6 
009112	36	5	4	5	5	0	13.9 	25.0 	38.9 
009007	42	8	5	4	1	2	19.0 	31.0 	40.5 
009054	22	2	2	10	3	2	9.1 	18.2 	63.6 
009031	24	4	5	0	3	1	16.7 	37.5 	37.5 
008888	16	2	3	4	1	0	12.5 	31.3 	56.3 
009042	13	2	3	2	1	1	15.4 	38.5 	53.8 
009115	37	11	6	4	3	5	29.7 	45.9 	56.8 
009165	26	6	5	5	1	2	23.1 	42.3 	61.5 
008256	32	3	4	2	3	4	9.4 	21.9 	28.1 
006774	20	2	1	3	2	3	10.0 	15.0 	30.0 
006824	15	1	3	4	1	2	6.7 	26.7 	53.3 
006801	39	1	5	2	4	9	2.6 	15.4 	20.5 
008637	21	1	6	2	4	2	4.8 	33.3 	42.9 
009180	15	4	1	0	3	1	26.7 	33.3 	33.3 
009033	45	12	7	2	6	4	26.7 	42.2 	46.7 
008597	16	4	1	2	2	3	25.0 	31.3 	43.8 
008219	43	5	4	6	2	3	11.6 	20.9 	34.9 
009014	15	4	3	1	0	0	26.7 	46.7 	53.3 
009029	14	6	2	0	0	0	42.9 	57.1 	57.1 
009038	28	6	2	2	2	1	21.4 	28.6 	35.7 
008233	19	6	1	1	0	0	31.6 	36.8 	42.1 
008240	13	4	3	0	0	0	30.8 	53.8 	53.8 
009226	54	9	6	11	4	8	16.7 	27.8 	48.1 
009004	12	4	4	1	1	0	33.3 	66.7 	75.0 
008615	9	3	1	2	2	0	33.3 	44.4 	66.7 
008619	55	4	8	9	7	3	7.3 	21.8 	38.2 
009006	7	2	3	1	0	0	28.6 	71.4 	85.7 
009120	22	5	1	1	4	4	22.7 	27.3 	31.8 
009221	42	4	5	4	6	1	9.5 	21.4 	31.0 
008941	42	2	2	5	3	6	4.8 	9.5 	21.4 
009193	27	3	2	4	4	2	11.1 	18.5 	33.3 
009169	10	0	1	0	0	3	0.0 	10.0 	10.0 
009162	37	1	5	2	3	5	2.7 	16.2 	21.6 
008914	51	1	1	6	5	0	2.0 	3.9 	15.7 
009209	37	9	3	2	1	10	24.3 	32.4 	37.8 
008603	17	0	2	2	2	2	0.0 	11.8 	23.5 
008950	31	1	1	0	2	2	3.2 	6.5 	6.5 
008938	43	5	3	6	4	1	11.6 	18.6 	32.6 
009103	10	0	0	0	0	0	0.0 	0.0 	0.0 
009133	40	0	0	2	2	3	0.0 	0.0 	5.0 
009123	3	0	0	0	0	0	0.0 	0.0 	0.0 
009151	33	5	3	6	3	3	15.2 	24.2 	42.4 
008960	8	0	1	1	0	0	0.0 	12.5 	25.0 
008912	34	1	5	11	4	1	2.9 	17.6 	50.0 
009172	29	4	2	0	3	0	13.8 	20.7 	20.7 
009214	27	1	0	1	3	4	3.7 	3.7 	7.4 
008686	25	2	2	1	2	2	8.0 	16.0 	20.0 
008629	47	1	2	5	5	4	2.1 	6.4 	17.0 
009322	26	0	0	0	4	4	0.0 	0.0 	0.0 
008639	24	2	2	4	3	4	8.3 	16.7 	33.3 
009134	27	0	3	2	0	4	0.0 	11.1 	18.5 
008652	15	1	0	1	1	3	6.7 	6.7 	13.3 
008570	41	0	1	2	2	3	0.0 	2.4 	7.3 
007557	14	4	1	0	0	0	28.6 	35.7 	35.7 
006861	58	4	8	8	4	7	6.9 	20.7 	34.5 
006847	11	2	0	2	1	1	18.2 	18.2 	36.4 
006850	35	2	2	2	3	0	5.7 	11.4 	17.1 
006857	28	2	1	3	1	4	7.1 	10.7 	21.4 
006884	22	9	3	4	1	2	40.9 	54.5 	72.7 
006819	17	2	4	1	3	0	11.8 	35.3 	41.2 
006832	20	1	3	3	1	4	5.0 	20.0 	35.0 
006792	14	2	0	0	1	0	14.3 	14.3 	14.3 
006879	54	2	5	8	5	7	3.7 	13.0 	27.8 
006781	39	3	2	1	4	2	7.7 	12.8 	15.4 
006848	23	2	1	2	0	2	8.7 	13.0 	21.7 
006865	24	3	1	1	3	0	12.5 	16.7 	20.8 
006803	10	2	1	2	2	0	20.0 	30.0 	50.0 
008918	13	7	1	0	0	2	53.8 	61.5 	61.5 
009122	14	5	3	0	2	0	35.7 	57.1 	57.1 
009210	16	5	5	2	0	2	31.3 	62.5 	75.0 
008633	77	5	9	5	8	8	6.5 	18.2 	24.7 
009005	19	2	2	2	4	2	10.5 	21.1 	31.6 
009225	51	4	4	4	5	5	7.8 	15.7 	23.5 
009222	41	3	2	2	7	9	7.3 	12.2 	17.1 
008890	29	3	3	4	3	1	10.3 	20.7 	34.5 
009177	34	3	2	6	4	3	8.8 	14.7 	32.4 
009023	34	0	5	3	4	4	0.0 	14.7 	23.5 
008610	20	13	1	1	2	0	65.0 	70.0 	75.0 
008891	12	6	1	0	1	2	50.0 	58.3 	58.3 
009060	25	2	1	5	2	3	8.0 	12.0 	32.0 
009025	48	12	7	4	4	4	25.0 	39.6 	47.9 
008656	25	5	1	7	2	2	20.0 	24.0 	52.0 
008986	10	5	2	0	0	2	50.0 	70.0 	70.0 
008961	17	2	3	1	0	1	11.8 	29.4 	35.3 
009136	30	4	7	3	3	0	13.3 	36.7 	46.7 
008646	45	4	4	5	3	3	8.9 	17.8 	28.9 
008260	58	3	5	7	4	10	5.2 	13.8 	25.9 
009196	24	5	2	1	4	2	20.8 	29.2 	33.3 
008689	25	1	1	1	2	2	4.0 	8.0 	12.0 
008695	26	0	1	4	2	1	0.0 	3.8 	19.2 
009049	20	2	2	2	0	0	10.0 	20.0 	30.0 
008705	13	1	1	0	2	0	7.7 	15.4 	15.4 
009066	35	14	6	4	1	2	40.0 	57.1 	68.6 
008605	45	2	4	2	3	3	4.4 	13.3 	17.8 
009189	37	4	7	6	2	3	10.8 	29.7 	45.9 
009184	45	2	2	3	6	6	4.4 	8.9 	15.6 
008999	30	1	1	3	4	5	3.3 	6.7 	16.7 
009048	33	1	1	2	5	1	3.0 	6.1 	12.1 
009093	40	1	3	3	2	2	2.5 	10.0 	17.5 
008647	30	0	1	3	2	4	0.0 	3.3 	13.3 
009071	56	3	1	3	1	5	5.4 	7.1 	12.5 
009269	9	0	4	1	2	0	0.0 	44.4 	55.6 
009121	29	2	2	1	4	5	6.9 	13.8 	17.2 
009090	23	1	0	1	2	1	4.3 	4.3 	8.7 
009164	48	2	1	3	5	7	4.2 	6.3 	12.5 
008911	25	0	2	2	2	3	0.0 	8.0 	16.0 
009174	12	0	4	1	0	2	0.0 	33.3 	41.7 
008903	31	2	1	3	3	0	6.5 	9.7 	19.4 
008697	30	1	0	4	2	2	3.3 	3.3 	16.7 
009323	32	3	3	2	2	4	9.4 	18.8 	25.0 
008696	48	0	1	2	7	9	0.0 	2.1 	6.3 
009065	18	0	2	0	1	2	0.0 	11.1 	11.1 
009142	37	3	4	3	6	3	8.1 	18.9 	27.0 
009101	13	1	0	1	0	1	7.7 	7.7 	15.4 
006874	23	4	5	5	0	3	17.4 	39.1 	60.9 
007627	18	5	8	3	1	0	27.8 	72.2 	88.9 
006846	21	2	0	1	3	2	9.5 	9.5 	14.3 
006869	16	0	0	1	2	4	0.0 	0.0 	6.3 
006842	29	0	0	0	0	0	0.0 	0.0 	0.0 
006050	21	0	2	0	2	5	0.0 	9.5 	9.5 
006873	9	0	0	0	0	0	0.0 	0.0 	0.0 
005957	32	8	4	4	6	3	25.0 	37.5 	50.0 
006783	16	2	2	0	2	1	12.5 	25.0 	25.0 
009129	24	1	1	1	2	6	4.2 	8.3 	12.5 
008997	26	4	5	4	1	0	15.4 	34.6 	50.0 
008933	51	13	6	6	5	4	25.5 	37.3 	49.0 
009199	57	1	3	2	1	5	1.8 	7.0 	10.5 
008132	11	0	0	0	2	0	0.0 	0.0 	0.0 
009059	15	1	0	2	0	2	6.7 	6.7 	20.0 
008657	14	0	0	0	0	0	0.0 	0.0 	0.0 
009132	8	0	0	0	0	1	0.0 	0.0 	0.0 
008956	57	0	6	2	13	5	0.0 	10.5 	14.0 
009273	21	6	2	1	2	1	28.6 	38.1 	42.9 
009073	20	0	0	0	2	1	0.0 	0.0 	0.0 
009044	31	8	1	1	3	1	25.8 	29.0 	32.3 
009008	18	7	2	0	1	1	38.9 	50.0 	50.0 
009231	23	3	1	1	3	1	13.0 	17.4 	21.7 
009212	25	4	2	3	7	4	16.0 	24.0 	36.0 
009217	25	6	4	3	4	3	24.0 	40.0 	52.0 
008600	33	4	6	5	2	2	12.1 	30.3 	45.5 
009022	18	7	1	0	1	0	38.9 	44.4 	44.4 
009158	20	7	2	2	1	0	35.0 	45.0 	55.0 
009219	22	1	3	5	0	3	4.5 	18.2 	40.9 
009001	9	1	1	1	1	0	11.1 	22.2 	33.3 
008281	25	0	2	3	2	2	0.0 	8.0 	20.0 
008954	23	2	1	0	1	1	8.7 	13.0 	13.0 
008617	30	0	3	3	3	3	0.0 	10.0 	20.0 
009026	25	4	2	5	1	3	16.0 	24.0 	44.0 
008946	25	1	1	0	0	2	4.0 	8.0 	8.0 
008904	47	4	4	5	7	2	8.5 	17.0 	27.7 
008952	29	1	5	2	3	1	3.4 	20.7 	27.6 
008144	22	0	0	0	1	3	0.0 	0.0 	0.0 
008598	47	0	1	1	8	6	0.0 	2.1 	4.3 
008576	17	0	0	0	1	1	0.0 	0.0 	0.0 
006815	29	2	0	1	2	5	6.9 	6.9 	10.3 
006018	37	1	3	3	7	4	2.7 	10.8 	18.9 
006786	43	1	3	2	4	1	2.3 	9.3 	14.0 
007500	27	1	3	1	2	3	3.7 	14.8 	18.5 
007592	9	2	0	1	0	0	22.2 	22.2 	33.3 
007577	10	2	2	0	0	1	20.0 	40.0 	40.0 
008988	27	5	2	0	1	3	18.5 	25.9 	25.9 
009329	8	1	1	1	1	0	12.5 	25.0 	37.5 
008936	8	0	1	2	0	0	0.0 	12.5 	37.5 
009161	39	3	3	1	3	3	7.7 	15.4 	17.9 
008931	24	1	1	0	1	3	4.2 	8.3 	8.3 
009310	33	1	0	4	3	4	3.0 	3.0 	15.2 
009047	28	0	3	1	1	3	0.0 	10.7 	14.3 
008907	19	0	0	0	0	2	0.0 	0.0 	0.0 
009203	19	2	3	0	2	3	10.5 	26.3 	26.3 
009086	21	2	3	2	6	4	9.5 	23.8 	33.3 
009082	48	4	3	8	5	12	8.3 	14.6 	31.3 
008889	26	1	1	1	3	3	3.8 	7.7 	11.5 
008663	13	0	0	0	0	1	0.0 	0.0 	0.0 
009105	15	0	0	1	1	2	0.0 	0.0 	6.7 
008586	28	2	4	4	2	4	7.1 	21.4 	35.7 
008949	25	0	1	1	2	1	0.0 	4.0 	8.0 
008620	23	0	0	0	0	0	0.0 	0.0 	0.0 
009205	22	0	1	1	3	1	0.0 	4.5 	9.1 
007653	21	3	1	3	2	1	14.3 	19.0 	33.3 
006885	58	1	4	9	4	6	1.7 	8.6 	24.1 
007624	21	3	3	3	1	4	14.3 	28.6 	42.9 
007552	28	7	5	4	1	2	25.0 	42.9 	57.1 
006830	47	0	0	1	0	4	0.0 	0.0 	2.1 
009012	43	5	5	4	4	7	11.6 	23.3 	32.6 
009148	15	0	4	1	0	0	0.0 	26.7 	33.3 
009153	35	3	5	2	3	3	8.6 	22.9 	28.6 
008996	35	1	0	2	1	1	2.9 	2.9 	8.6 
008926	30	4	1	2	6	2	13.3 	16.7 	23.3 
008959	34	1	0	4	1	3	2.9 	2.9 	14.7 
008919	6	0	0	0	0	0	0.0 	0.0 	0.0 
008571	36	1	1	2	4	5	2.8 	5.6 	11.1 
008575	27	1	2	4	3	5	3.7 	11.1 	25.9 
009027	23	6	5	4	1	4	26.1 	47.8 	65.2 
008660	64	6	12	8	9	10	9.4 	28.1 	40.6 
008998	5	2	1	1	1	0	40.0 	60.0 	80.0 
008645	13	2	3	1	2	1	15.4 	38.5 	46.2 
008908	30	1	5	2	8	5	3.3 	20.0 	26.7 
008669	23	1	1	0	0	0	4.3 	8.7 	8.7 
008274	48	4	2	7	5	5	8.3 	12.5 	27.1 
009224	31	5	8	1	5	1	16.1 	41.9 	45.2 
008587	24	2	1	4	3	2	8.3 	12.5 	29.2 
008898	35	3	1	3	3	8	8.6 	11.4 	20.0 
008924	26	3	4	0	1	2	11.5 	26.9 	26.9 
008685	66	4	7	6	7	7	6.1 	16.7 	25.8 
008692	54	3	2	5	4	5	5.6 	9.3 	18.5 
008945	42	2	9	4	2	5	4.8 	26.2 	35.7 
008229	19	2	1	1	5	2	10.5 	15.8 	21.1 
