날짜	경기번호	순위	마번	마명	산지	성별	연령	중량	레이팅	기수명	조교사명	마주명	도착차	마체중	단승	연승	장구현황	말id	기수id	조교사id	마주id	S-1F	1코너	2코너	3코너	4코너	G-3F	G-1F	경주기록
20011223	1	1	08	청운파	한	수	3세	55		강태현	최혜식	은희만		450(-11)	15.2	2.6		010099	080335	070040	010130				0:25.2	0:44.2	0:39.4		1:17.1
20011223	1	2	10	그린파이터	한	수	3세	55		우창구	최영주	최상태	¾	475(5)	16.1	2.9		010116	080046	070098	010543				0:25.2	0:44.1	0:39.7		1:17.2
20011223	1	3	12	광영	한	수	3세	55		배휴준	임형규	♠이기선	3	505(-8)	89.7	12.0		010240	080022	070016	010516				0:25.4	0:44.3	0:39.8		1:17.7
20011223	1	4	02	광채	한	거	3세	55		윤기정	서범석	송숙자	1	478(19)	1.8	1.2		010418	080354	070096	010012				0:25.3	0:44.3	0:40.0		1:17.9
20011223	1	5	03	함박웃음	한	암	3세	54		박태종	신우철	박정열	1¼	432(-6)	3.0	1.3		010496	080103	070033	010243				0:26.7	0:45.7	0:38.9		1:18.2
20011223	1	6	09	금호도	한	암	3세	54		장세한	박진호	박정기	머리	427(0)	22.5	4.8		010258	080113	070017	010165				0:26.9	0:45.9	0:38.6		1:18.2
20011223	1	7	01	바람의나라	한	수	3세	55		임대규	김점오	김교창	1¾	438(-8)	12.1	2.3		010271	080093	070058	010584				0:26.2	0:45.4	0:39.6		1:18.5
20011223	1	8	05	미래도	한	수	3세	55		박윤규	서범석	♠박남성	코	427(1)	110.7	14.5		010489	080119	070096	010496				0:26.5	0:45.7	0:39.3		1:18.5
20011223	1	9	06	보리행	한	암	3세	54		김혜성	이용준	김광동	3	468(-5)	31.8	4.6		010573	080109	070100	010031				0:26.0	0:45.2	0:40.3		1:19.0
20011223	1	10	13	춘동	한	암	3세	54		이정표	신우철	심상필	¾	429(1)	64.1	9.1		010466	080069	070033	010472				0:26.3	0:45.4	0:40.2		1:19.1
20011223	1	11	11	성산일출	한	암	6세	54		홍대유	최상식	임우근	1	392(1)	276.9	59.8		007493	080074	070085	010083				0:27.1	0:46.4	0:39.3		1:19.3
20011223	1	12	04	일석이조	한	암	4세	52		문세영	김재복	이규갑	2	435(6)	217.0	29.7		009363	080366	070015	010285				0:25.8	0:45.1	0:41.2		1:19.7
20011223	1	13	07	불꽃축제	한	암	3세	51		유상완	박원선	윤여운	2½	460(0)	51.6	6.4		010354	080357	070007	010414				0:26.0	0:45.2	0:41.4		1:20.1
20011223	1	14	14	동서	한	암	3세	54		김창옥	곽영효	인치동	5	458(12)	90.8	10.6		010343	080071	070094	010242				0:25.1	0:44.4	0:43.2		1:21.0
20011223	2	1	01	탐스런	한	암	2세	53		박수홍	박원선	김창희		477(-3)	1.6	1.1		011245	080328	070007	010551				0:13.7	0:30.9	0:38.2		1:02.8
20011223	2	2	12	꽃장골	한	암	2세	50		한창민	최혜식	권영탁	9	468(-5)	196.1	26.8		011324	080345	070040	010258				0:14.0	0:31.5	0:39.3		1:04.4
20011223	2	3	03	초원특급	한	수	2세	53		윤기정	권세창	조동식	½	517(18)	3.1	1.3		011642	080354	070089	010482				0:14.0	0:31.7	0:39.3		1:04.5
20011223	2	4	05	자주	한	암	2세	53		홍대유	최상식	김성두	½	457(-1)	13.0	1.9		011317	080074	070085	010399				0:14.4	0:31.9	0:39.0		1:04.5
20011223	2	5	09	고속열차	한	암	2세	50		문세영	김재복	김한영	머리	417(-5)	21.8	3.2		011108	080366	070015	010046				0:14.4	0:32.3	0:38.8		1:04.6
20011223	2	6	06	명예의전당	한	수	2세	53		임대규	곽영효	강용식	2½	499(0)	16.7	3.3		011492	080093	070094	010578				0:14.0	0:31.9	0:39.5		1:04.9
20011223	2	7	02	새왕자	한	암	2세	53		박태종	김명국	박양호	목	444(-8)	25.0	3.9		011504	080103	070088	010487				0:13.7	0:31.0	0:40.3		1:05.0
20011223	2	8	08	무비막강	한	수	2세	53		신형철	강윤식	박동규	1	432(-21)	227.5	21.9		011660	080122	070022	010586				0:14.4	0:32.3	0:39.3		1:05.2
20011223	2	9	11	말순이	한	암	2세	52		이주용	김점오	서영석	¾	440(-4)	100.0	10.5		011116	080341	070058	010546				0:14.3	0:32.3	0:39.4		1:05.3
20011223	2	10	10	당대고수	한	수	2세	53		김옥성	김춘근	이선종	머리	448(8)	15.6	2.8		011337	080100	070018	010575				0:14.4	0:32.3	0:39.5		1:05.3
20011223	2	11	07	양수겸장	한	수	2세	53		최기홍	이인호	심재식	4	467(0)	45.7	5.7		011628	080104	070082	010380				0:14.1	0:32.2	0:40.4		1:06.0
20011223	2		04	최대고수	한	암	2세	53		김재섭	김양선	방승부	출전취소	0(0)				011336	080096	070035	010262								0:00.0
20011223	3	1	04	큰물결	한	암	2세	50		조경호	신우철	우근민		448(6)	2.4	1.2		011635	080355	070033	010459				0:14.9	0:32.7	0:37.2		1:03.5
20011223	3	2	08	동력	한	암	2세	53		박수홍	박원선	이유환	1¾	476(-5)	5.1	1.7		011248	080328	070007	010552				0:13.9	0:31.9	0:38.3		1:03.8
20011223	3	3	05	모슬포	한	암	2세	53		정승수	양재철	임관호	목	436(6)	11.3	2.3		011546	080325	070048	010541				0:13.8	0:31.7	0:38.4		1:03.8
20011223	3	4	09	굿뉴스	한	수	2세	53		박태종	이왕언	이우영	목	505(0)	12.2	2.7		011683	080103	070059	010113				0:13.8	0:31.7	0:38.6		1:03.8
20011223	3	5	01	건승	한	수	2세	53		조용배	황의성	김상현	¾	483(9)	3.0	1.4		011552	080095	070054	010595				0:14.1	0:31.8	0:38.5		1:04.0
20011223	3	6	02	마이더스	한	수	2세	53		신형철	임형규	♠이기선	7	424(2)	32.2	4.9		011482	080122	070016	010516				0:14.7	0:33.1	0:38.8		1:05.3
20011223	3	7	06	메이저리거	한	암	2세	50		이동국	김충근	이재호	1¼	455(0)	105.1	15.9		011273	080363	070029	010569				0:14.4	0:32.9	0:39.2		1:05.5
20011223	3	8	03	신의딸	한	암	2세	53		임대규	최상식	신홍균	¾	436(0)	18.3	3.6		011165	080093	070085	010291				0:14.8	0:33.3	0:39.0		1:05.6
20011223	3	9	07	퍼펙트윈	한	수	2세	50		유상완	윤종현	심재식	½	455(0)	90.2	9.9		011157	080357	070099	010380				0:14.1	0:32.1	0:40.1		1:05.7
20011223	3	10	10	강인한	한	암	2세	53		김동철	지용철	김명식	6	432(0)	42.7	6.9		011266	080303	070051	010226				0:14.1	0:32.5	0:41.0		1:06.8
20011223	4	1	14	미스골든배틀	미	암	4세	55		지하주	배대선	김용상		420(7)	15.4	4.0		013755	080301	070091	010596				0:26.4	0:45.0	0:38.8		1:17.4
20011223	4	2	05	페이에드워드	미	거	4세	56		하무선	권세창	윤영기	1½	436(0)	8.6	2.8		013759	080300	070089	010009				0:25.3	0:44.2	0:39.9		1:17.6
20011223	4	3	13	리처블	미	암	2세	53		윤기정	유재길	♠김양호	½	473(-2)	11.7	2.8		013669	080354	070110	010590				0:25.2	0:44.1	0:40.2		1:17.7
20011223	4	4	02	플레이포조이	미	암	3세	54		김성현	이희영	김진태	머리	438(2)	51.0	11.8		013702	080015	070053	010433				0:25.4	0:44.5	0:39.9		1:17.8
20011223	4	5	07	라잎스어댄스	미	암	4세	55		강병은	강승영	박임순	머리	449(2)	6.1	2.1		013735	080050	070052	010238				0:26.0	0:44.6	0:39.7		1:17.8
20011223	4	6	06	엘러건트오더	미	거	4세	56		이주용	지용훈	이문철	½	453(1)	2.9	1.5		013699	080341	070057	010187				0:25.7	0:44.7	0:39.6		1:17.9
20011223	4	7	10	린디스플레저	미	암	4세	55		김혜성	이용준	신영식	½	451(-8)	8.9	2.5		013676	080109	070100	010011				0:25.9	0:45.3	0:39.2		1:18.0
20011223	4	8	08	히어즈투유댓	미	거	4세	57		강경식	박원덕	박찬준	1	453(-14)	5.0	1.9		013690	080330	070056	010157				0:26.0	0:44.7	0:39.8		1:18.1
