날짜	경기번호	순위	마번	마명	산지	성별	연령	중량	레이팅	기수명	조교사명	마주명	도착차	마체중	단승	연승	장구현황	말id	기수id	조교사id	마주id	S-1F	1코너	2코너	3코너	4코너	G-3F	G-1F	경주기록
20051225	1	1	1	우길	일	암	2세	53		안병기	김학수	김도윤		455(19)	1.4	1.2		018289	080053	070107	010412	0:14.0	0:00.0	0:00.0	0:14.0	0:32.0	0:37.6	0:13.0	1:03.2
20051225	1	2	5	키투빅토리	아일	거	2세	53		신형철	이인호	오만준	2	479(-5)	4.7	1.3		018299	080122	070082	010247	0:14.2	0:00.0	0:00.0	0:14.2	0:32.2	0:37.6	0:12.9	1:03.5
20051225	1	3	6	초원의꿈	한	암	2세	51		임대규	박종곤	제주축산개발	6	428(0)	12.1	1.5		016366	080093	070095	030013	0:14.5	0:00.0	0:00.0	0:14.5	0:32.6	0:38.3	0:13.2	1:04.5
20051225	1	4	3	두윈	한	수	2세	51		문정균	하재흥	이중연	1½	422(2)	52.0	5.6		016367	080337	070034	010067	0:15.1	0:00.0	0:00.0	0:15.1	0:33.1	0:38.0	0:13.2	1:04.8
20051225	1	5	7	금모래	호	암	2세	53		이성환	하재흥	강용식	1¼	464(-10)	47.6	6.7		018492	080362	070034	010578	0:13.8	0:00.0	0:00.0	0:13.8	0:31.9	0:39.6	0:14.2	1:05.0
20051225	1	6	10	★벌라이즈캔디	미	암	2세	53		박태종	박흥진	유준환	머리	443(6)	15.5	2.4		018317	080103	070037	010504	0:14.1	0:00.0	0:00.0	0:14.1	0:32.0	0:39.4	0:13.9	1:05.0
20051225	1	7	4	사일런스로즈	일	암	2세	53		전덕용	서정하	김진태	½	461(-7)	11.5	2.3		018326	080364	070113	010433	0:14.0	0:00.0	0:00.0	0:14.0	0:32.5	0:39.1	0:13.3	1:05.1
20051225	1	8	9	★나이스캐처	한	거	2세	51		최범현	곽영효	허영희	½	457(-6)	34.3	4.7		015837	080361	070094	104011	0:13.9	0:00.0	0:00.0	0:13.9	0:32.0	0:39.7	0:14.0	1:05.2
20051225	1	9	2	하랑	일	암	2세	53		윤기정	서범석	문금주	6	448(5)	150.3	28.2		018294	080354	070096	010283	0:15.0	0:00.0	0:00.0	0:15.0	0:33.4	0:39.3	0:14.2	1:06.2
20051225	1	10	8	킹덤헤븐	일	암	2세	53		박을운	박덕준	허헌회	1½	424(1)	285.8	36.7		018282	080339	070013	010172	0:15.1	0:00.0	0:00.0	0:15.1	0:33.2	0:39.7	0:14.1	1:06.5
20051225	2	1	10	골드브론실버	한	수	2세	51		(-2)이기회	이광복	♠서순배		512(0)	2.6	1.4		015601	080394	070097	104038	0:13.9	0:00.0	0:00.0	0:25.7	0:45.2	0:39.7	0:13.9	1:18.2
