날짜	경기번호	순위	마번	마명	산지	성별	연령	중량	레이팅	기수명	조교사명	마주명	도착차	마체중	단승	연승	장구현황	말id	기수id	조교사id	마주id	S-1F	1코너	2코너	3코너	4코너	G-3F	G-1F	경주기록
20161225	1	1	3	글로벌퀸	한	암	2세	52		이상혁	최상식	♠장재형		507(2)	10.9	2.4		035525	080437	070085	010611	0:13.3			0:13.3	0:29.7	0:37.6	0:13.6	1:01.3
20161225	1	2	12	리드퀸	한	암	2세	52		벨리	박윤규	박덕희	½	446(4)	15.3	2.5	망사눈+	035081	080567	070117	105249	0:13.3			0:13.3	0:29.7	0:37.7	0:13.7	1:01.4
20161225	1	3	4	지공필승	한	수	2세	54		함완식	김양선	명인환	1¾	504(5)	4.4	1.4	망사눈+	036008	080342	070035	010635	0:13.8			0:13.8	0:30.8	0:37.0	0:13.1	1:01.7
20161225	1	4	2	나스카프린스	한	수	2세	54		유승완	송문길	(주)나스카	2	510(-8)	11.4	2.9	망사눈+, 승인재갈+	035295	080417	070179	110034	0:13.9			0:13.9	0:31.2	0:37.0	0:12.6	1:02.0
20161225	1	5	7	스위트록	한	암	2세	52		김혜선	이신영	범한산업	½	456(-11)	1.6	1.1	망사+	035830	080456	070167	900062	0:13.6			0:13.6	0:30.6	0:37.6	0:13.5	1:02.1
20161225	1	6	9	아라비아공주	한	암	2세	52		김정준	이관호	말사모	1¼	485(-5)	71.8	8.1	망사눈+, 승인재갈+	035321	080473	070181	116058	0:13.8			0:13.8	0:31.1	0:37.6	0:13.0	1:02.4
20161225	1	7	5	음악대장	한	수	2세	54		박시천	지용철	김병우	1¾	475(15)	50.0	11.4		036098	080436	070051	900135	0:14.3			0:14.3	0:31.8	0:37.2	0:12.9	1:02.7
20161225	1	8	1	컴플리트하이	한	암	2세	52		장추열	우창구	♠장석영	2	447(-2)	25.4	3.6		035425	080476	070149	010355	0:13.8			0:13.8	0:31.0	0:38.3	0:13.7	1:03.0
20161225	1	9	6	마블퀸	한	암	2세	52		이동국	손영표	정안	1½	454(7)	44.9	17.0		035202	080363	070150	113043	0:13.9			0:13.9	0:31.2	0:38.3	0:13.6	1:03.3
20161225	1	10	11	블랙뮤직	한	수	2세	54		조인권	최영주	손학봉	3	461(4)	64.3	9.2	망사+	035006	080438	070098	116036	0:14.4			0:14.4	0:31.8	0:38.1	0:13.5	1:03.8
20161225	1	11	10	크리스탈같이	한	수	2세	54		얀	안병기	♠우태율	6	445(6)	77.3	14.8	망사눈+	035684	080569	070146	111006	0:14.1			0:14.1	0:31.5	0:39.7	0:14.3	1:04.9
20161225	1	12	8	통일대로	한	거	2세	54		이현종	박대흥	우순근	½	502(0)	24.6	3.8	망사+, 승인재갈+	035805	080548	070092	105169	0:13.3			0:13.3	0:29.8	0:41.2	0:15.5	1:04.9
20161225	2	1	4	스칼렛위치	한	암	2세	52		유승완	홍대유	최동근		464(6)	2.2	1.4	눈가면	035792	080417	070145	116045	0:13.6			0:13.6	0:30.5	0:36.4	0:12.7	1:00.9
20161225	2	2	3	시티챔프	한	수	2세	55		페로비치	서정하	윤훈현	1¾	495(7)	7.1	1.7	망사	035231	080542	070113	010606	0:13.9			0:13.9	0:31.0	0:36.4	0:12.4	1:01.2
20161225	2	3	5	라온메이커	한	암	2세	53.5		박을운	박종곤	♠라온산업개발(주)	1¾	461(-3)	3.0	1.5	망사눈	035577	080339	070095	116052	0:13.4			0:13.4	0:30.4	0:37.1	0:13.4	1:01.5
