날짜	경기번호	순위	마번	마명	산지	성별	연령	중량	레이팅	기수명	조교사명	마주명	도착차	마체중	단승	연승	장구현황	말id	기수id	조교사id	마주id	S-1F	1코너	2코너	3코너	4코너	G-3F	G-1F	경주기록
19931226	1	1	06	해마다	호	암	3세	54		홍성호	강승영	이승택		461(5)	7.8	2.3		005538	080083	070052	010351								1:05.9
19931226	1	2	10	해시계	호	암	4세	54		김정연	김점오	박용태	1¼	466(1)	14.4	4.9		005492	080297	070058	010124								1:06.2
19931226	1	3	09	어기여차	호	거	4세	56		김택수	김양선	방승부	5	479(0)	20.2	3.6		005718	080086	070035	010262								1:07.2
19931226	1	4	13	온가지	호	암	3세	54		이성일	정지은	윤흥열	목	426(1)	11.0	3.6		005704	080016	070028	010373								1:07.3
19931226	1	5	12	바람소리	뉴	수	3세	55		정호익	임형규	이병주	1½	472(-1)	28.0	12.2		005168	080112	070016	010222								1:07.6
19931226	1	6	08	금부도사	호	수	4세	56		김윤섭	강윤식	공용호	코	451(-7)	7.0	1.9		005293	080116	070022	010027								1:07.6
19931226	1	7	01	신불	호	암	4세	55		장세한	박진호	김윤용	코	481(6)	4.5	2.3		005470	080113	070017	010141								1:07.6
19931226	1	8	07	요석	뉴	암	4세	54		문제복	김춘근	심상춘	2½	404(-2)	22.6	6.4		005558	080107	070018	010026								1:08.1
19931226	1	9	04	약동	호	암	4세	55		이상근	김충근	허건호	머리	440(3)	26.8	5.4		005513	080091	070029	010205								1:08.1
19931226	1	10	11	왕위전	뉴	거	3세	55		이광석	한일영	서승린	착변	453(-2)	2.8	1.2		005510	080108	070030	010079								1:06.2
19931226	1	11	05	파트너	뉴	암	5세	56		이용준	홍순철	노병석	목	430(-4)	33.3	9.4		004806	080032	070014	010125								1:08.2
19931226	1	12	03	누구나	호	암	3세	54		임대규	이인호	심병해	4	448(-8)	11.2	2.8		005677	080093	070082	010305								1:09.0
19931226	1	13	02	쾌지나	한	수	3세	53		고홍석	홍성범	최원곤	6	515(-11)	30.7	6.5		004983	080115	070026	010199								1:10.2
19931226	2	1	13	찬미	한	암	3세	52		김윤섭	황의성	주운기		502(-6)	7.5	1.0		004363	080116	070054	010269								1:19.1
19931226	2	2	01	미르천	한	암	3세	52		이정표	김충근	오해석	1¾	491(-1)	9.8	3.0		004958	080069	070029	010286								1:19.4
19931226	2	3	03	발명특허	호	암	3세	54		김옥성	김대근	남웅종	머리	436(8)	17.5	5.7		005738	080100	070050	010319								1:19.4
19931226	2	4	14	주가상승	뉴	암	4세	55		박태종	박흥진	이태식	1¾	459(-3)	24.4	4.3		005605	080103	070037	010295								1:19.7
19931226	2	5	11	알짜배기	뉴	암	4세	55		임대규	이인호	김진엽	½	424(-8)	13.6	5.4		005177	080093	070082	010207								1:19.8
19931226	2	6	06	프로메디우스	뉴	수	5세	57		한유영	박원선	이의종	1½	459(-10)	19.8	6.5		004811	080024	070007	010109								1:20.1
19931226	2	7	05	기쁜날	호	암	5세	56		이용준	홍순철	이종철	2	463(-6)	3.6	2.1		005683	080032	070014	010385								1:20.5
19931226	2	8	04	성공시대	뉴	암	5세	56		정금진	임형규	이병주	1¼	459(-13)	9.8	4.0		004788	080120	070016	010222								1:20.8
19931226	2	9	07	별자리	뉴	암	4세	55		이광복	김봉수	조성락	1½	407(-5)	24.0	7.2		005412	080066	070009	010341								1:21.1
19931226	2	10	08	본선진출	한	암	6세	52		방춘식	김광호	이규갑	목	444(1)	18.5	5.4		003845	080294	070021	010285								1:21.2
