날짜	경기번호	순위	마번	마명	산지	성별	연령	중량	레이팅	기수명	조교사명	마주명	도착차	마체중	단승	연승	장구현황	말id	기수id	조교사id	마주id	S-1F	1코너	2코너	3코너	4코너	G-3F	G-1F	경주기록
20031221	1	1	3	스토미챔피언	한	수	2세	53		박태종	김윤섭	♠김양호		449(-3)	5.9	1.6		013416	080103	070103	010590	0:14.5	0:00.0	0:00.0	0:14.5	0:32.1	0:37.3	0:13.1	1:03.2
20031221	1	2	11	오추혼	한	수	2세	53		안병기	박종곤	김용정	4	441(-13)	2.9	1.5		013014	080053	070095	010215	0:14.5	0:00.0	0:00.0	0:14.5	0:32.6	0:37.8	0:13.0	1:03.9
20031221	1	3	5	벤쳐스톡턴	한	수	2세	53		임대규	최영주	장석린외1인(신치구)	1½	497(-2)	8.2	2.0		013223	080093	070098	020020	0:14.2	0:00.0	0:00.0	0:14.2	0:31.9	0:38.6	0:13.6	1:04.2
20031221	1	4	2	엘레강스	한	암	2세	53		우창구	이종구	백종헌	½	500(-9)	20.1	4.3		013214	080046	070055	010461	0:14.7	0:00.0	0:00.0	0:14.7	0:32.4	0:38.1	0:13.0	1:04.2
20031221	1	5	4	그랜드걸	한	암	2세	50		구민성	김일성	이종복	¾	432(-15)	14.0	3.6		012983	080374	070020	010173	0:14.5	0:00.0	0:00.0	0:14.5	0:32.6	0:38.3	0:13.4	1:04.4
20031221	1	6	1	미무도	한	암	2세	53		조경호	신우철	안영환	7	426(-15)	91.1	13.1		013542	080355	070033	010561	0:15.8	0:00.0	0:00.0	0:15.8	0:33.5	0:38.5	0:13.5	1:05.6
20031221	1	7	9	천불동	한	수	2세	50		최범현	김양선	정세능	1	445(-4)	21.1	3.8		013573	080361	070035	010058	0:15.0	0:00.0	0:00.0	0:15.0	0:33.7	0:38.6	0:13.1	1:05.7
20031221	1	8	6	그린강산	한	암	2세	52		전덕용	박희철	김경민	2	438(-9)	183.1	26.5		013140	080364	070114	010542	0:14.8	0:00.0	0:00.0	0:14.8	0:33.5	0:39.2	0:13.3	1:06.1
20031221	1	9	12	★대천풍	한	암	2세	51		이성환	하재흥	김병현	¾	449(-5)	2.7	1.5		013137	080362	070034	010225	0:15.2	0:00.0	0:00.0	0:15.2	0:33.9	0:39.0	0:12.9	1:06.2
20031221	1	10	10	무비영웅	한	수	2세	53		지하주	임형규	박정록	¾	410(-20)	71.5	9.1		013447	080301	070016	010030	0:14.4	0:00.0	0:00.0	0:14.4	0:31.9	0:40.7	0:14.6	1:06.3
20031221	1	11	7	와일드펀치	한	수	2세	53		최봉주	강명준	변영남	코	417(1)	18.9	4.0		013272	080080	070104	010544	0:14.9	0:00.0	0:00.0	0:14.9	0:33.6	0:39.3	0:13.4	1:06.3
20031221	1		8	수퍼자이언트	한	수	2세	53		오경환	김윤섭	김채겸	출전취소	0(0)	----	----		013154	080352	070103	010431								0:00.0
20031221	2	1	3	미드필드	한	거	3세	55		오경환	박원덕	박정웅		428(-4)	3.1	1.5		012013	080352	070056	010118	0:14.3	0:00.0	0:00.0	0:25.8	0:44.8	0:39.2	0:13.7	1:17.4
20031221	2	2	14	매지칼파워	한	수	3세	55		배휴준	김명국	이재효	7	441(4)	4.6	1.7		011981	080022	070088	010188	0:14.1	0:00.0	0:00.0	0:25.7	0:44.8	0:40.4	0:14.3	1:18.6
20031221	2	3	2	토네이도	한	암	3세	51		허재영	최상식	김성두	3	439(0)	34.8	6.8		012180	080358	070085	010399	0:14.2	0:00.0	0:00.0	0:25.8	0:45.0	0:40.6	0:14.7	1:19.1
20031221	2	4	13	아라오라	한	암	4세	52		서도수	임형규	♠이기선	1	401(-4)	96.4	9.3		011360	080371	070016	010516	0:14.2	0:00.0	0:00.0	0:26.1	0:45.4	0:40.4	0:14.2	1:19.3
20031221	2	5	11	힘찬비상	한	암	3세	52		이성환	김윤섭	이종휘	½	457(-12)	35.7	5.3		012508	080362	070103	010367	0:14.5	0:00.0	0:00.0	0:26.5	0:46.1	0:39.7	0:13.7	1:19.3
20031221	2	6	4	자청	한	수	5세	53		심승태	강윤식	박승만	½	486(-2)	86.5	27.4		010427	080359	070022	010066	0:14.7	0:00.0	0:00.0	0:27.0	0:46.3	0:39.7	0:13.7	1:19.4
20031221	2	7	6	콩쥐	한	암	3세	54		최봉주	윤치운	한광세	½	468(-1)	3.5	1.5		012291	080080	070084	010245	0:15.3	0:00.0	0:00.0	0:27.5	0:46.5	0:39.5	0:13.8	1:19.5
20031221	2	8	9	천년대풍	한	암	3세	51		최범현	김양선	방승부	코	451(5)	11.0	4.1		012236	080361	070035	010262	0:14.1	0:00.0	0:00.0	0:25.7	0:44.6	0:41.4	0:15.2	1:19.5
20031221	2	9	5	공중비행	한	암	3세	51		박진희	박천서	임영일	코	464(4)	16.8	2.8		012317	080380	070115	010217	0:14.9	0:00.0	0:00.0	0:27.3	0:46.9	0:39.3	0:13.6	1:19.5
20031221	2	10	1	영스파이커	한	암	3세	54		임대규	박원덕	박찬준	½	464(3)	7.0	2.1		012134	080093	070056	010157	0:13.9	0:00.0	0:00.0	0:25.5	0:44.6	0:41.6	0:15.0	1:19.6
20031221	2	11	8	헥토르	한	암	3세	51		한상규	이광복	이영욱	1¼	457(-5)	356.2	48.1		011978	080373	070097	010511	0:14.5	0:00.0	0:00.0	0:26.9	0:46.8	0:39.7	0:13.4	1:19.8
20031221	2	12	7	와이즈앤서	한	암	3세	54		조경호	신우철	박상선	¾	442(-9)	40.7	9.3		011947	080355	070033	010154	0:15.1	0:00.0	0:00.0	0:27.4	0:46.8	0:39.7	0:13.5	1:19.9
20031221	2	13	12	체스터뷰티	한	암	3세	54		이주용	최혜식	박용훈	5	492(-8)	58.1	8.1		012185	080341	070040	010499	0:14.2	0:00.0	0:00.0	0:26.1	0:46.3	0:41.3	0:14.3	1:20.8
20031221	2	14	10	주옥구슬	한	암	3세	54		지하주	임형규	문광호	3	455(-6)	223.3	26.7		011960	080301	070016	010454	0:15.9	0:00.0	0:00.0	0:28.4	0:47.1	0:40.7	0:14.6	1:21.4
20031221	3	1	12	별하나	한	암	2세	53		강태현	김춘근	이동언		442(5)	4.0	1.4		013122	080335	070018	010435	0:13.9	0:00.0	0:00.0	0:25.3	0:45.0	0:39.9	0:13.9	1:18.0
20031221	3	2	5	청운대성	한	거	2세	53		고성이	고옥봉	김길중	½	469(6)	45.4	5.2		013539	080326	070080	010486	0:13.8	0:00.0	0:00.0	0:25.3	0:45.2	0:39.9	0:13.6	1:18.1
20031221	3	3	8	꿈의나라	한	수	2세	53		조경호	신우철	김덕애	1½	459(-7)	6.2	1.9		013056	080355	070033	010070	0:13.9	0:00.0	0:00.0	0:25.6	0:45.7	0:39.6	0:13.4	1:18.3
20031221	3	4	6	훌라댄스	한	거	2세	53		원정일	박덕준	김영철	코	473(9)	2.2	1.3		013247	080344	070013	010292	0:14.6	0:00.0	0:00.0	0:26.9	0:46.3	0:38.8	0:12.9	1:18.3
20031221	3	5	9	단청	한	암	2세	53		우창구	최상식	♠장재형	½	476(-10)	6.5	2.1		013489	080046	070085	010611	0:13.8	0:00.0	0:00.0	0:25.1	0:44.9	0:40.5	0:14.1	1:18.4
